"year","orig_msa","dest_msa","period","mode","purpose","nautos","trips"
2035,0,1,"MD","NM","Other",3,295
2035,0,1,"MD","NM","Other",4,154
2035,0,1,"MD","NM","Work",0,264
2035,0,1,"MD","NM","Work",1,494
2035,0,1,"MD","NM","Work",2,317
2035,0,1,"MD","NM","Work",3,90
2035,0,1,"MD","NM","Work",4,52
2035,0,1,"MD","SR","Other",0,2387
2035,0,1,"MD","SR","Other",1,15917
2035,0,1,"MD","SR","Other",2,20507
2035,0,1,"MD","SR","Other",3,8244
2035,0,1,"MD","SR","Other",4,5319
2035,0,1,"MD","SR","Work",0,596
2035,0,1,"MD","SR","Work",1,1173
2035,0,1,"MD","SR","Work",2,2055
2035,0,1,"MD","SR","Work",3,934
2035,0,1,"MD","SR","Work",4,640
2035,0,1,"MD","TRN","Other",0,3298
2035,0,1,"MD","TRN","Other",1,2721
2035,0,1,"MD","TRN","Other",2,2131
2035,0,1,"MD","TRN","Other",3,738
2035,0,1,"MD","TRN","Other",4,523
2035,0,1,"MD","TRN","Work",0,2148
2035,0,1,"MD","TRN","Work",1,1490
2035,0,1,"MD","TRN","Work",2,1018
2035,0,1,"MD","TRN","Work",3,362
2035,0,1,"MD","TRN","Work",4,209
2035,0,1,"NT","DA","Other",0,136
2035,0,1,"NT","DA","Other",1,3303
2035,0,1,"NT","DA","Other",2,6383
2035,0,1,"NT","DA","Other",3,2293
2035,0,1,"NT","DA","Other",4,1010
2035,0,1,"NT","DA","Work",0,102
2035,0,1,"NT","DA","Work",1,4152
2035,0,1,"NT","DA","Work",2,6915
2035,0,1,"NT","DA","Work",3,2690
2035,0,1,"NT","DA","Work",4,1208
2035,0,1,"NT","NM","Other",0,166
2035,0,1,"NT","NM","Other",1,277
2035,0,1,"NT","NM","Other",2,301
2035,0,1,"NT","NM","Other",3,88
2035,0,1,"NT","NM","Other",4,45
2035,0,1,"NT","NM","Work",0,89
2035,0,1,"NT","NM","Work",1,238
2035,0,1,"NT","NM","Work",2,196
2035,0,1,"NT","NM","Work",3,67
2035,0,1,"NT","NM","Work",4,25
2035,0,1,"NT","SR","Other",0,365
2035,0,1,"NT","SR","Other",1,3614
2035,0,1,"NT","SR","Other",2,5091
2035,0,1,"NT","SR","Other",3,2167
2035,0,1,"NT","SR","Other",4,1427
2035,0,1,"NT","SR","Work",0,153
2035,0,1,"NT","SR","Work",1,412
2035,0,1,"NT","SR","Work",2,863
2035,0,1,"NT","SR","Work",3,418
2035,0,1,"NT","SR","Work",4,266
2035,0,1,"NT","TRN","Other",0,578
2035,0,1,"NT","TRN","Other",1,719
2035,0,1,"NT","TRN","Other",2,650
2035,0,1,"NT","TRN","Other",3,219
2035,0,1,"NT","TRN","Other",4,129
2035,0,1,"NT","TRN","Work",0,575
2035,0,1,"NT","TRN","Work",1,657
2035,0,1,"NT","TRN","Work",2,564
2035,0,1,"NT","TRN","Work",3,192
2035,0,1,"NT","TRN","Work",4,107
2035,0,1,"PM","DA","Other",0,401
2035,0,1,"PM","DA","Other",1,5370
2035,0,1,"PM","DA","Other",2,9358
2035,0,1,"PM","DA","Other",3,3358
2035,0,1,"PM","DA","Other",4,1582
2035,0,1,"PM","DA","Work",0,361
2035,0,1,"PM","DA","Work",1,9948
2035,0,1,"PM","DA","Work",2,17598
2035,0,1,"PM","DA","Work",3,6713
2035,0,1,"PM","DA","Work",4,3058
2035,0,1,"PM","NM","Other",0,374
2035,0,1,"PM","NM","Other",1,555
2035,0,1,"PM","NM","Other",2,481
2035,0,1,"PM","NM","Other",3,153
2035,0,1,"PM","NM","Other",4,65
2035,0,1,"PM","NM","Work",0,233
2035,0,1,"PM","NM","Work",1,585
2035,0,1,"PM","NM","Work",2,510
2035,0,1,"PM","NM","Work",3,129
2035,0,1,"PM","NM","Work",4,88
2035,0,1,"PM","SR","Other",0,1007
2035,0,1,"PM","SR","Other",1,9206
2035,0,1,"PM","SR","Other",2,11764
2035,0,1,"PM","SR","Other",3,4893
2035,0,1,"PM","SR","Other",4,2941
2035,0,1,"PM","SR","Work",0,403
2035,0,1,"PM","SR","Work",1,1275
2035,0,1,"PM","SR","Work",2,2738
2035,0,1,"PM","SR","Work",3,1295
2035,0,1,"PM","SR","Work",4,757
2035,0,1,"PM","TRN","Other",0,1354
2035,0,1,"PM","TRN","Other",1,1340
2035,0,1,"PM","TRN","Other",2,1097
2035,0,1,"PM","TRN","Other",3,380
2035,0,1,"PM","TRN","Other",4,238
2035,0,1,"PM","TRN","Work",0,1439
2035,0,1,"PM","TRN","Work",1,1506
2035,0,1,"PM","TRN","Work",2,1350
2035,0,1,"PM","TRN","Work",3,453
2035,0,1,"PM","TRN","Work",4,264
2035,0,2,"AM","DA","Other",0,203
2035,0,2,"AM","DA","Other",1,1490
2035,0,2,"AM","DA","Other",2,3389
2035,0,2,"AM","DA","Other",3,1481
2035,0,2,"AM","DA","Other",4,1006
2035,0,2,"AM","DA","Work",0,219
2035,0,2,"AM","DA","Work",1,2732
2035,0,2,"AM","DA","Work",2,4582
2035,0,2,"AM","DA","Work",3,1798
2035,0,2,"AM","DA","Work",4,968
2035,0,2,"AM","NM","Other",0,40
2035,0,2,"AM","NM","Other",1,48
2035,0,2,"AM","NM","Other",2,62
2035,0,2,"AM","NM","Other",3,39
2035,0,2,"AM","NM","Other",4,21
2035,0,2,"AM","NM","Work",0,111
2035,0,2,"AM","NM","Work",1,77
2035,0,2,"AM","NM","Work",2,42
2035,0,2,"AM","NM","Work",3,22
2035,0,2,"AM","NM","Work",4,5
2035,0,2,"AM","SR","Other",0,449
2035,0,2,"AM","SR","Other",1,3301
2035,0,2,"AM","SR","Other",2,5596
2035,0,2,"AM","SR","Other",3,2586
2035,0,2,"AM","SR","Other",4,2128
2035,0,2,"AM","SR","Work",0,182
2035,0,2,"AM","SR","Work",1,308
2035,0,2,"AM","SR","Work",2,674
2035,0,2,"AM","SR","Work",3,347
2035,0,2,"AM","SR","Work",4,219
2035,0,2,"AM","TRN","Other",0,251
2035,0,2,"AM","TRN","Other",1,246
2035,0,2,"AM","TRN","Other",2,326
2035,0,2,"AM","TRN","Other",3,100
2035,0,2,"AM","TRN","Other",4,76
2035,0,2,"AM","TRN","Work",0,813
2035,0,2,"AM","TRN","Work",1,379
2035,0,2,"AM","TRN","Work",2,306
2035,0,2,"AM","TRN","Work",3,95
2035,0,2,"AM","TRN","Work",4,72
2035,0,2,"EA","DA","Other",0,1
2035,0,2,"EA","DA","Other",1,43
2035,0,2,"EA","DA","Other",2,92
2035,0,2,"EA","DA","Other",3,38
2035,0,2,"EA","DA","Other",4,28
2035,0,2,"EA","DA","Work",0,46
2035,0,2,"EA","DA","Work",1,624
2035,0,2,"EA","DA","Work",2,998
2035,0,2,"EA","DA","Work",3,441
2035,0,2,"EA","DA","Work",4,222
2035,0,2,"EA","NM","Other",0,2
2035,0,2,"EA","NM","Other",1,1
2035,0,2,"EA","NM","Other",2,4
2035,0,2,"EA","NM","Other",3,1
2035,0,2,"EA","NM","Work",0,31
2035,0,2,"EA","NM","Work",1,21
2035,0,2,"EA","NM","Work",2,22
2035,0,2,"EA","NM","Work",3,2
2035,0,2,"EA","NM","Work",4,5
2035,0,2,"EA","SR","Other",0,8
2035,0,2,"EA","SR","Other",1,112
2035,0,2,"EA","SR","Other",2,180
2035,0,2,"EA","SR","Other",3,98
2035,0,2,"EA","SR","Other",4,70
2035,0,2,"EA","SR","Work",0,52
2035,0,2,"EA","SR","Work",1,79
2035,0,2,"EA","SR","Work",2,150
2035,0,2,"EA","SR","Work",3,69
2035,0,2,"EA","SR","Work",4,52
2035,0,2,"EA","TRN","Other",0,15
2035,0,2,"EA","TRN","Other",1,21
2035,0,2,"EA","TRN","Other",2,17
2035,0,2,"EA","TRN","Other",3,6
2035,0,2,"EA","TRN","Other",4,3
2035,0,2,"EA","TRN","Work",0,267
2035,0,2,"EA","TRN","Work",1,130
2035,0,2,"EA","TRN","Work",2,104
2035,0,2,"EA","TRN","Work",3,34
2035,0,2,"EA","TRN","Work",4,19
2035,0,2,"MD","DA","Other",0,492
2035,0,2,"MD","DA","Other",1,5029
2035,0,2,"MD","DA","Other",2,11439
2035,0,2,"MD","DA","Other",3,4524
2035,0,2,"MD","DA","Other",4,2665
2035,0,2,"MD","DA","Work",0,160
2035,0,2,"MD","DA","Work",1,2893
2035,0,2,"MD","DA","Work",2,5543
2035,0,2,"MD","DA","Work",3,2343
2035,0,2,"MD","DA","Work",4,1290
2035,0,2,"MD","NM","Other",0,268
2035,0,2,"MD","NM","Other",1,236
2035,0,2,"MD","NM","Other",2,337
2035,0,2,"MD","NM","Other",3,116
2035,0,2,"MD","NM","Other",4,89
2035,0,2,"MD","NM","Work",0,87
2035,0,2,"MD","NM","Work",1,151
2035,0,2,"MD","NM","Work",2,110
2035,0,2,"MD","NM","Work",3,29
2035,0,2,"MD","NM","Work",4,23
2035,0,2,"MD","SR","Other",0,1034
2035,0,2,"MD","SR","Other",1,6348
2035,0,2,"MD","SR","Other",2,10223
2035,0,2,"MD","SR","Other",3,4860
2035,0,2,"MD","SR","Other",4,4172
2035,0,2,"MD","SR","Work",0,170
2035,0,2,"MD","SR","Work",1,360
2035,0,2,"MD","SR","Work",2,835
2035,0,2,"MD","SR","Work",3,472
2035,0,2,"MD","SR","Work",4,322
2035,0,2,"MD","TRN","Other",0,868
2035,0,2,"MD","TRN","Other",1,624
2035,0,2,"MD","TRN","Other",2,874
2035,0,2,"MD","TRN","Other",3,391
2035,0,2,"MD","TRN","Other",4,337
2035,0,2,"MD","TRN","Work",0,646
2035,0,2,"MD","TRN","Work",1,492
2035,0,2,"MD","TRN","Work",2,492
2035,0,2,"MD","TRN","Work",3,203
2035,0,2,"MD","TRN","Work",4,126
2035,0,2,"NT","DA","Other",0,91
2035,0,2,"NT","DA","Other",1,1191
2035,0,2,"NT","DA","Other",2,3071
2035,0,2,"NT","DA","Other",3,1307
2035,0,2,"NT","DA","Other",4,870
2035,0,2,"NT","DA","Work",0,56
2035,0,2,"NT","DA","Work",1,1631
2035,0,2,"NT","DA","Work",2,3891
2035,0,2,"NT","DA","Work",3,1761
2035,0,2,"NT","DA","Work",4,1015
2035,0,2,"NT","NM","Other",0,57
2035,0,2,"NT","NM","Other",1,64
2035,0,2,"NT","NM","Other",2,98
2035,0,2,"NT","NM","Other",3,37
2035,0,2,"NT","NM","Other",4,21
2035,0,2,"NT","NM","Work",0,41
2035,0,2,"NT","NM","Work",1,117
2035,0,2,"NT","NM","Work",2,83
2035,0,2,"NT","NM","Work",3,30
2035,0,2,"NT","NM","Work",4,15
2035,0,2,"NT","SR","Other",0,196
2035,0,2,"NT","SR","Other",1,1623
2035,0,2,"NT","SR","Other",2,2855
2035,0,2,"NT","SR","Other",3,1432
2035,0,2,"NT","SR","Other",4,1215
2035,0,2,"NT","SR","Work",0,89
2035,0,2,"NT","SR","Work",1,266
2035,0,2,"NT","SR","Work",2,666
2035,0,2,"NT","SR","Work",3,389
2035,0,2,"NT","SR","Work",4,333
2035,0,2,"NT","TRN","Other",0,291
2035,0,2,"NT","TRN","Other",1,325
2035,0,2,"NT","TRN","Other",2,498
2035,0,2,"NT","TRN","Other",3,233
2035,0,2,"NT","TRN","Other",4,220
2035,0,2,"NT","TRN","Work",0,410
2035,0,2,"NT","TRN","Work",1,525
2035,0,2,"NT","TRN","Work",2,639
2035,0,2,"NT","TRN","Work",3,268
2035,0,2,"NT","TRN","Work",4,179
2035,0,2,"PM","DA","Other",0,168
2035,0,2,"PM","DA","Other",1,2023
2035,0,2,"PM","DA","Other",2,4828
2035,0,2,"PM","DA","Other",3,2026
2035,0,2,"PM","DA","Other",4,1329
2035,0,2,"PM","DA","Work",0,213
2035,0,2,"PM","DA","Work",1,4413
2035,0,2,"PM","DA","Work",2,10486
2035,0,2,"PM","DA","Work",3,4624
2035,0,2,"PM","DA","Work",4,2670
2035,0,2,"PM","NM","Other",0,97
2035,0,2,"PM","NM","Other",1,129
2035,0,2,"PM","NM","Other",2,148
2035,0,2,"PM","NM","Other",3,43
2035,0,2,"PM","NM","Other",4,35
2035,0,2,"PM","NM","Work",0,90
2035,0,2,"PM","NM","Work",1,229
2035,0,2,"PM","NM","Work",2,196
2035,0,2,"PM","NM","Work",3,60
2035,0,2,"PM","NM","Work",4,54
2035,0,2,"PM","SR","Other",0,397
2035,0,2,"PM","SR","Other",1,3291
2035,0,2,"PM","SR","Other",2,5415
2035,0,2,"PM","SR","Other",3,2589
2035,0,2,"PM","SR","Other",4,2151
2035,0,2,"PM","SR","Work",0,260
2035,0,2,"PM","SR","Work",1,681
2035,0,2,"PM","SR","Work",2,1916
2035,0,2,"PM","SR","Work",3,1035
2035,0,2,"PM","SR","Work",4,759
2035,0,2,"PM","TRN","Other",0,427
2035,0,2,"PM","TRN","Other",1,414
2035,0,2,"PM","TRN","Other",2,637
2035,0,2,"PM","TRN","Other",3,250
2035,0,2,"PM","TRN","Other",4,248
2035,0,2,"PM","TRN","Work",0,1206
2035,0,2,"PM","TRN","Work",1,1214
2035,0,2,"PM","TRN","Work",2,1544
2035,0,2,"PM","TRN","Work",3,550
2035,0,2,"PM","TRN","Work",4,436
2035,0,3,"AM","DA","Other",0,209
2035,0,3,"AM","DA","Other",1,1798
2035,0,3,"AM","DA","Other",2,3868
2035,0,3,"AM","DA","Other",3,1530
2035,0,3,"AM","DA","Other",4,957
2035,0,3,"AM","DA","Work",0,226
2035,0,3,"AM","DA","Work",1,2643
2035,0,3,"AM","DA","Work",2,4359
2035,0,3,"AM","DA","Work",3,1626
2035,0,3,"AM","DA","Work",4,802
2035,0,3,"AM","NM","Other",0,125
2035,0,3,"AM","NM","Other",1,130
2035,0,3,"AM","NM","Other",2,186
2035,0,3,"AM","NM","Other",3,61
2035,0,3,"AM","NM","Other",4,54
2035,0,3,"AM","NM","Work",0,66
2035,0,3,"AM","NM","Work",1,83
2035,0,3,"AM","NM","Work",2,54
2035,0,3,"AM","NM","Work",3,17
2035,0,3,"AM","NM","Work",4,9
2035,0,3,"AM","SR","Other",0,472
2035,0,3,"AM","SR","Other",1,3179
2035,0,3,"AM","SR","Other",2,5019
2035,0,3,"AM","SR","Other",3,2433
2035,0,3,"AM","SR","Other",4,1722
2035,0,3,"AM","SR","Work",0,199
2035,0,3,"AM","SR","Work",1,345
2035,0,3,"AM","SR","Work",2,673
2035,0,3,"AM","SR","Work",3,326
2035,0,3,"AM","SR","Work",4,241
2035,0,3,"AM","TRN","Other",0,207
2035,0,3,"AM","TRN","Other",1,174
2035,0,3,"AM","TRN","Other",2,194
2035,0,3,"AM","TRN","Other",3,68
2035,0,3,"AM","TRN","Other",4,49
2035,0,3,"AM","TRN","Work",0,726
2035,0,3,"AM","TRN","Work",1,427
2035,0,3,"AM","TRN","Work",2,320
2035,0,3,"AM","TRN","Work",3,113
2035,0,3,"AM","TRN","Work",4,57
2035,0,3,"EA","DA","Other",0,8
2035,0,3,"EA","DA","Other",1,52
